"","frame","nodetrackid","nodes","track","x","y","Behavior","distance","velocity_mmpersec","second","ChaseID","timereset"
"52",997,4,"head",0,453.423132324219,201.568127441406,NA,3.23991326132076,80.997831533019,39.88,2,1
"53",998,4,"head",0,453.736822509766,200.164428710938,NA,2.28406031146445,57.1015077866112,39.92,2,2
"54",999,4,"head",0,454.043630981445,199.063688659668,NA,1.51843713214891,37.9609283037227,39.96,2,3
"55",1000,4,"head",0,454.358679199219,198.065306091309,NA,1.31181597057713,32.7953992644283,40,2,4
"56",1001,4,"head",0,454.661666870117,197.380625915527,NA,0.771774614006884,19.2943653501721,40.04,2,5
"57",1002,4,"head",0,454.949700927734,196.990043640137,NA,0.440588571465804,11.0147142866451,40.08,2,6
"58",1003,4,"head",0,455.223419189453,196.646452331543,NA,0.391773249060349,9.79433122650872,40.12,2,7
"59",1004,4,"head",0,455.254934692383,196.580572509766,NA,0.0358556538473755,0.896391346184387,40.16,2,8
"60",1005,4,"head",0,455.269345092774,196.546920776367,NA,0.0155428395517583,0.388570988793958,40.2,2,9
"61",1006,4,"head",0,455.273480224609,196.538011169434,NA,0.00421451293067177,0.105362823266794,40.24,2,10
"62",1007,4,"head",0,455.273303222656,196.542248535156,NA,0.000194957221239354,0.00487393053098385,40.28,2,11
"63",1008,4,"head",0,455.271704101563,196.546658325195,NA,0.00161856734121052,0.0404641835302629,40.32,2,12
"64",1009,4,"head",0,455.269247436524,196.547734069824,NA,0.00245782226551246,0.0614455566378115,40.36,2,13
"65",1010,4,"head",0,455.267239379883,196.547145080566,NA,0.00200840354933484,0.0502100887333711,40.4,2,14
"66",1011,4,"head",0,455.265512084961,196.543971252441,NA,0.00173736810694436,0.043434202673609,40.44,2,15
"67",1012,4,"head",0,455.264065551758,196.541995239258,NA,0.00145043783112206,0.0362609457780515,40.48,2,16
"68",1013,4,"head",0,455.262725830078,196.540200805664,NA,0.00134294167190636,0.033573541797659,40.52,2,17
"69",1014,4,"head",0,455.261145019531,196.540093994141,NA,0.00158082195571287,0.0395205488928218,40.56,2,18
"70",1015,4,"head",0,455.259661865234,196.540077209473,NA,0.0014831545787024,0.0370788644675599,40.6,2,19
"71",1016,4,"head",0,455.257763671875,196.54146270752,NA,0.00190011296384944,0.0475028240962361,40.64,2,20
"72",1017,4,"head",0,455.256106567383,196.544122314453,NA,0.00166417800107781,0.0416044500269453,40.68,2,21
"73",1018,4,"head",0,455.255908203125,196.545397949219,NA,0.00019999150203923,0.00499978755098074,40.72,2,22
"74",1019,4,"head",0,455.256713867188,196.544215393066,NA,0.000807062502077952,0.0201765625519488,40.76,2,23
"75",1020,4,"head",0,455.256970214844,196.544087219238,NA,0.000256364084507333,0.00640910211268332,40.8,2,24
"76",1021,4,"head",0,455.256582641602,196.54449005127,NA,0.000387735515640233,0.00969338789100583,40.84,2,25
"77",1022,4,"head",0,455.255899047852,196.544966125488,"C",0.000683820396672413,0.0170955099168103,40.88,2,26
"78",1023,4,"head",0,455.255435180664,196.544676208496,NA,0.000463951239851097,0.0115987809962774,40.92,2,27
"79",1024,4,"head",0,455.255529785156,196.543519592285,NA,9.59422530651623e-05,0.00239855632662906,40.96,2,28
"80",1025,4,"head",0,455.256033325195,196.542242431641,NA,0.00050517117831626,0.0126292794579065,41,2,29
"81",1026,4,"head",0,455.257348632813,196.541508483887,NA,0.00131584629727756,0.032896157431939,41.04,2,30
"82",1027,4,"head",0,455.258499145508,196.541371154785,NA,0.0011505315542878,0.028763288857195,41.08,2,31
"83",1028,4,"head",0,455.258013916016,196.542671203613,NA,0.000486919618926679,0.012172990473167,41.12,2,32
"84",1029,4,"head",0,455.256024169922,196.547261047363,NA,0.002010812759661,0.050270318991525,41.16,2,33
"85",1030,4,"head",0,455.254293823242,196.550915527344,NA,0.00174370190393721,0.0435925475984302,41.2,2,34
"86",1031,4,"head",0,455.253219604492,196.554132080078,NA,0.00108456496146797,0.0271141240366994,41.24,2,35
"87",1032,4,"head",0,455.252993774414,196.555711364746,NA,0.000228324218085253,0.00570810545213132,41.28,2,36
"88",1033,4,"head",0,455.252716064453,196.557571411133,NA,0.000281169733544799,0.00702924333861997,41.32,2,37
"89",1034,4,"head",0,455.251745605469,196.559495544434,NA,0.000974161272959753,0.0243540318239938,41.36,2,38
"90",1035,4,"head",0,455.249978637695,196.562280273438,NA,0.00177472248964313,0.0443680622410783,41.4,2,39
"91",1036,4,"head",0,455.247741699219,196.564860534668,NA,0.00224359622403174,0.0560899056007935,41.44,2,40
"92",1037,4,"head",0,455.245779418945,196.566775512695,NA,0.00196594741481573,0.0491486853703933,41.48,2,41
"93",1038,4,"head",0,455.245196533203,196.568522644043,NA,0.000585938209952756,0.0146484552488189,41.52,2,42
"94",1039,4,"head",0,455.244912719727,196.569555664063,NA,0.00028488060637853,0.00712201515946326,41.56,2,43
"95",1040,4,"head",0,455.244961547852,196.570335388184,NA,4.94360946935049e-05,0.00123590236733762,41.6,2,44
"96",1041,4,"head",0,455.244372558594,196.57173614502,NA,0.000590951377662541,0.0147737844415635,41.64,2,45
"97",1042,4,"head",0,455.244366455078,196.572734069824,NA,7.09936991462708e-06,0.000177484247865677,41.68,2,46
"98",1043,4,"head",0,455.244195556641,196.573625183105,NA,0.000171692519913458,0.00429231299783646,41.72,2,47
"99",1044,4,"head",0,455.244143676758,196.574687194824,NA,5.30077519084299e-05,0.00132519379771075,41.76,2,48
"100",1045,4,"head",0,455.245516967773,196.574057006836,NA,0.0013736881519568,0.0343422037989199,41.8,2,49
"101",1046,4,"head",0,455.245397949219,196.574647521973,NA,0.000119367262143764,0.0029841815535941,41.84,2,50
"102",1047,4,"head",0,455.245172119141,196.575355529785,NA,0.000226331353084567,0.00565828382711417,41.88,2,51
"103",1131,4,"head",0,434.540502929687,141.174674987793,NA,0.00046853307614446,0.0117133269036115,45.24,3,1
"104",1132,4,"head",0,434.540594482422,141.171626281738,NA,0.000100847343609968,0.0025211835902492,45.28,3,2
"105",1133,4,"head",0,434.540829467773,141.168482971191,NA,0.000244865752166317,0.00612164380415794,45.32,3,3
"106",1134,4,"head",0,434.542950439453,141.169261169434,NA,0.00212157727253399,0.0530394318133497,45.36,3,4
"107",1135,4,"head",0,434.546893310547,141.172146606445,NA,0.0039511968406991,0.0987799210174775,45.4,3,5
"108",1136,4,"head",0,434.549465942383,141.175291442871,NA,0.0025825218321634,0.0645630458040849,45.44,3,6
"109",1137,4,"head",0,434.550219726563,141.177210998535,NA,0.000757468873952974,0.0189367218488243,45.48,3,7
"110",1138,4,"head",0,434.550637817383,141.177122497559,NA,0.000418098652428299,0.0104524663107075,45.52,3,8
"111",1139,4,"head",0,434.55143737793,141.176332092285,NA,0.000800185287463099,0.0200046321865775,45.56,3,9
"112",1140,4,"head",0,434.552276611328,141.177635192871,NA,0.00084093146917683,0.0210232867294207,45.6,3,10
"113",1141,4,"head",0,434.552816772461,141.179331970215,NA,0.000543040186315386,0.0135760046578846,45.64,3,11
"114",1142,4,"head",0,434.553134155274,141.180606079102,NA,0.000319006166478899,0.00797515416197249,45.68,3,12
"115",1143,4,"head",0,434.552899169922,141.182627868652,NA,0.00023907298497894,0.00597682462447351,45.72,3,13
"116",1144,4,"head",0,434.55302734375,141.183393859863,NA,0.000128760570523922,0.00321901426309806,45.76,3,14
"117",1145,4,"head",0,434.553103637695,141.183351135254,NA,7.62957704204986e-05,0.00190739426051246,45.8,3,15
"118",1146,4,"head",0,434.552600097656,141.18017578125,NA,0.000513622912056285,0.0128405728014071,45.84,3,16
"119",1147,4,"head",0,434.551947021484,141.177203369141,NA,0.000661911405745717,0.0165477851436429,45.88,3,17
"120",1148,4,"head",0,434.551361083984,141.174606323242,NA,0.000592682147435738,0.0148170536858935,45.92,3,18
"121",1149,4,"head",0,434.550329589844,141.172319030762,NA,0.00103672584685464,0.025918146171366,45.96,3,19
"122",1150,4,"head",0,434.548687744141,141.170774841309,NA,0.00164423022410081,0.0411057556025202,46,3,20
"123",1151,4,"head",0,434.546884155273,141.169331359863,NA,0.00180567250665685,0.0451418126664213,46.04,3,21
"124",1152,4,"head",0,434.545346069336,141.168902587891,NA,0.00153826978240375,0.0384567445600937,46.08,3,22
"125",1153,4,"head",0,434.544256591797,141.16692199707,NA,0.00109340027898317,0.0273350069745793,46.12,3,23
"126",1154,4,"head",0,434.542413330078,141.165385437012,NA,0.00184562273585747,0.0461405683964367,46.16,3,24
"127",1155,4,"head",0,434.540621948242,141.165190124512,NA,0.00179141998294426,0.0447854995736064,46.2,3,25
"128",1156,4,"head",0,434.53996887207,141.167842102051,"C",0.000660109156867356,0.0165027289216839,46.24,3,26
"129",1157,4,"head",0,434.539453125,141.170350646973,NA,0.000522039867608472,0.0130509966902118,46.28,3,27
"130",1158,4,"head",0,434.539108276367,141.172476196289,NA,0.000349366592900599,0.00873416482251499,46.32,3,28
"131",1159,4,"head",0,434.539086914063,141.17420501709,NA,2.43511254014262e-05,0.000608778135035654,46.36,3,29
"132",1160,4,"head",0,434.538952636719,141.17380065918,NA,0.000134440849308133,0.00336102123270333,46.4,3,30
"133",1161,4,"head",0,434.538473510742,141.173873901367,NA,0.000479131341412466,0.0119782835353117,46.44,3,31
"134",1162,4,"head",0,434.537438964844,141.17537689209,NA,0.00103680487910754,0.0259201219776884,46.48,3,32
"135",1163,4,"head",0,434.536151123047,141.176962280273,NA,0.0012903552527136,0.0322588813178399,46.52,3,33
"136",1164,4,"head",0,434.535406494141,141.178175354004,NA,0.000746100453854015,0.0186525113463504,46.56,3,34
"137",1165,4,"head",0,434.534396362305,141.178569030762,NA,0.00101028681737276,0.025257170434319,46.6,3,35
"138",1166,4,"head",0,434.532699584961,141.179330444336,NA,0.00169735709465352,0.0424339273663379,46.64,3,36
"139",1167,4,"head",0,434.531686401367,141.179246520996,NA,0.00101319063713847,0.0253297659284619,46.68,3,37
"140",1168,4,"head",0,434.531494140625,141.180787658691,NA,0.000194635847377813,0.00486589618444533,46.72,3,38
"141",1169,4,"head",0,434.53088684082,141.182316589355,NA,0.000609637433958388,0.0152409358489597,46.76,3,39
"142",1170,4,"head",0,434.530786132813,141.182600402832,NA,0.000100788557129163,0.00251971392822907,46.8,3,40
"143",1171,4,"head",0,434.5306640625,141.182643127441,NA,0.000122072138346961,0.00305180345867401,46.84,3,41
"144",1172,4,"head",0,434.531008911133,141.180145263672,NA,0.000351087956357449,0.00877719890893621,46.88,3,42
"145",1173,4,"head",0,434.530572509766,141.178579711914,NA,0.00043885231928977,0.0109713079822442,46.92,3,43
"146",1174,4,"head",0,434.529583740234,141.177857971191,NA,0.000989290441671582,0.0247322610417896,46.96,3,44
"147",1175,4,"head",0,434.527984619141,141.177661132813,NA,0.00159915983831262,0.0399789959578154,47,3,45
"148",1176,4,"head",0,434.526272583008,141.178114318848,NA,0.00171224151061083,0.0428060377652707,47.04,3,46
"149",1177,4,"head",0,434.5240234375,141.179670715332,NA,0.00225156787803256,0.056289196950814,47.08,3,47
"150",1178,4,"head",0,434.521356201172,141.179693603516,NA,0.0026672368518348,0.0666809212958701,47.12,3,48
"151",1179,4,"head",0,434.519668579102,141.180377197266,NA,0.00168808937040923,0.0422022342602308,47.16,3,49
"152",1180,4,"head",0,434.518374633789,141.181538391113,NA,0.00129529368417326,0.0323823421043316,47.2,3,50
"153",1181,4,"head",0,434.517578125,141.183790588379,NA,0.000801581181519215,0.0200395295379804,47.24,3,51
"154",2019,4,"head",0,365.659286499023,855.415191650391,NA,0.00523136708809111,0.130784177202278,80.76,4,1
"155",2020,4,"head",0,365.664797973633,855.406805419922,NA,0.00558180347146809,0.139545086786702,80.8,4,2
"156",2021,4,"head",0,365.671527099609,855.397277832031,NA,0.00681990090707056,0.170497522676764,80.84,4,3
"157",2022,4,"head",0,365.677651977539,855.388287353516,NA,0.00620570663393429,0.155142665848357,80.88,4,4
"158",2023,4,"head",0,365.683355712891,855.378930664063,NA,0.00579128298949272,0.144782074737318,80.92,4,5
"159",2024,4,"head",0,365.689224243164,855.369494628906,NA,0.00595756903249007,0.148939225812252,80.96,4,6
"160",2025,4,"head",0,365.694921875,855.359197998047,NA,0.00580365244301788,0.145091311075447,81,4,7
"161",2026,4,"head",0,365.700451660156,855.349011230469,NA,0.00563355538968646,0.140838884742161,81.04,4,8
"162",2027,4,"head",0,365.708563232422,855.326501464844,NA,0.00861826181454012,0.215456545363503,81.08,4,9
"163",2028,4,"head",0,365.717193603516,855.274475097656,NA,0.0113371139767784,0.283427849419459,81.12,4,10
"164",2029,4,"head",0,365.730648803711,854.984881591797,NA,0.0973195988306828,2.43298997076707,81.16,4,11
"165",2030,4,"head",0,365.746112060547,854.683978271484,NA,0.106006065011401,2.65015162528502,81.2,4,12
"166",2031,4,"head",0,365.757150268555,854.379833984375,NA,0.103541955389066,2.58854888472664,81.24,4,13
"167",2032,4,"head",0,365.766241455078,854.080297851563,NA,0.0988130813829076,2.47032703457269,81.28,4,14
"168",2033,4,"head",0,365.743316650391,854.048077392578,NA,0.0239629626641749,0.599074066604372,81.32,4,15
"169",2034,4,"head",0,365.675271606445,854.067913818359,NA,0.0684385277337947,1.71096319334487,81.36,4,16
"170",2035,4,"head",0,365.339709472656,854.364703369141,NA,0.423646171242378,10.5911542810594,81.4,4,17
"171",2036,4,"head",0,364.965829467773,854.719378662109,NA,0.49967456832491,12.4918642081227,81.44,4,18
"172",2037,4,"head",0,363.935961914063,855.755535888672,NA,2.10348935186869,52.5872337967172,81.48,4,19
"173",2038,4,"head",0,362.874960327148,856.496307373047,NA,1.60974397897819,40.2435994744548,81.52,4,20
"174",2039,4,"head",0,361.818270874023,857.144818115234,NA,1.47725563585692,36.931390896423,81.56,4,21
"175",2040,4,"head",0,360.772576904297,857.743774414062,NA,1.40444261763182,35.1110654407955,81.6,4,22
"176",2041,4,"head",0,359.732537841797,858.063018798828,NA,1.1419560397046,28.548900992615,81.64,4,23
"177",2042,4,"head",0,358.698211669922,858.324017333984,NA,1.10244640722859,27.5611601807147,81.68,4,24
"178",2043,4,"head",0,357.730773925781,858.024645996094,NA,1.05706094209099,26.4265235522749,81.72,4,25
"179",2044,4,"head",0,356.820510864258,857.613037109375,"C",1.07968493714911,26.9921234287278,81.76,4,26
"180",2045,4,"head",0,356.431402587891,856.65625,NA,1.30454984903315,32.6137462258288,81.8,4,27
"181",2046,4,"head",0,356.076351928711,855.613134765625,NA,1.44314005136525,36.0785012841313,81.84,4,28
"182",2047,4,"head",0,356.361666870117,853.889569091797,NA,3.25599357340429,81.3998393351071,81.88,4,29
"183",2048,4,"head",0,356.423559570312,852.483825683594,NA,2.03800722990111,50.9501807475277,81.92,4,30
"184",2049,4,"head",0,356.447409057617,851.453253173828,NA,1.08592918519034,27.1482296297585,81.96,4,31
"185",2050,4,"head",0,356.428918457031,850.503381347656,NA,0.920747086741228,23.0186771685307,82,4,32
"186",2051,4,"head",0,356.396102905273,849.850329589844,NA,0.459292150139378,11.4823037534845,82.04,4,33
"187",2052,4,"head",0,356.359774780273,849.252618408203,NA,0.393586781658622,9.83966954146554,82.08,4,34
"188",2053,4,"head",0,356.288775634766,848.949011230469,NA,0.16317646387867,4.07941159696674,82.12,4,35
"189",2054,4,"head",0,356.206442260742,848.70517578125,NA,0.141789100319838,3.54472750799594,82.16,4,36
"190",2055,4,"head",0,355.872286987305,848.723767089844,NA,0.334500910192217,8.36252275480542,82.2,4,37
"191",2056,4,"head",0,355.543566894531,848.769512939453,NA,0.330812775530448,8.2703193882612,82.24,4,38
"192",2057,4,"head",0,355.227313232422,848.826098632813,NA,0.31945560280207,7.98639007005174,82.28,4,39
"193",2058,4,"head",0,355.162307739258,848.894152832031,NA,0.0696368671951913,1.74092167987978,82.32,4,40
"194",2059,4,"head",0,355.12341003418,848.920983886719,NA,0.0396176105736728,0.990440264341821,82.36,4,41
"195",2060,4,"head",0,355.111801147461,848.927954101563,NA,0.0116574706139609,0.291436765349022,82.4,4,42
"196",2061,4,"head",0,355.112130737305,848.920471191406,NA,0.00038558378841819,0.00963959471045475,82.44,4,43
"197",2062,4,"head",0,355.112463378906,848.912725830078,NA,0.00039263222310724,0.009815805577681,82.48,4,44
"198",2063,4,"head",0,355.1109375,848.9060546875,NA,0.00157038304931787,0.0392595762329468,82.52,4,45
"199",2064,4,"head",0,355.10627746582,848.901226806641,NA,0.00468334261353779,0.117083565338445,82.56,4,46
"200",2065,4,"head",0,355.101031494141,848.902917480469,NA,0.00524883005700932,0.131220751425233,82.6,4,47
"201",2066,4,"head",0,355.094076538086,848.906945800781,NA,0.00697118341957637,0.174279585489409,82.64,4,48
"202",2067,4,"head",0,355.088903808594,848.912237548828,NA,0.00520073208935245,0.130018302233811,82.68,4,49
"203",2068,4,"head",0,355.086209106445,848.914056396484,NA,0.00269801035582466,0.0674502588956164,82.72,4,50
"204",2069,4,"head",0,355.083377075195,848.915655517578,NA,0.00283458843823895,0.0708647109559738,82.76,4,51
"205",2448,4,"head",0,290.54033203125,643.558868408203,NA,12.4026322318591,310.065805796478,97.92,5,1
"206",2449,4,"head",0,291.190863037109,640.375360107422,NA,10.7852561070006,269.631402675014,97.96,5,2
"207",2450,4,"head",0,291.545776367188,637.625219726563,NA,7.9181854445101,197.954636112752,98,5,3
"208",2451,4,"head",0,291.886370849609,635.602197265625,NA,4.43321435988075,110.830358997019,98.04,5,4
"209",2452,4,"head",0,292.234481811523,634.232208251953,NA,2.22498085949597,55.6245214873993,98.08,5,5
"210",2453,4,"head",0,292.598025512695,633.479925537109,NA,0.929472984225093,23.2368246056273,98.12,5,6
"211",2454,4,"head",0,292.955123901367,632.791680908203,NA,0.830779057889926,20.7694764472482,98.16,5,7
"212",2455,4,"head",0,293.297485351563,632.091790771484,NA,0.832207653672503,20.8051913418126,98.2,5,8
"213",2456,4,"head",0,293.636685180664,631.351721191406,NA,0.886902812457917,22.1725703114479,98.24,5,9
"214",2457,4,"head",0,293.980493164063,630.350756835938,NA,1.34573762431643,33.6434406079107,98.28,5,10
"215",2458,4,"head",0,294.33125,629.341833496094,NA,1.3686831416191,34.2170785404774,98.32,5,11
"216",2459,4,"head",0,294.688571166992,628.330657958984,NA,1.37979713384153,34.4949283460383,98.36,5,12
"217",2460,4,"head",0,295.066149902344,627.537078857422,NA,1.00734652578804,25.183663144701,98.4,5,13
"218",2461,4,"head",0,295.426995849609,626.510815429688,NA,1.41406257036925,35.3515642592311,98.44,5,14
"219",2462,4,"head",0,295.790985107422,625.466552734375,NA,1.45447383463541,36.3618458658852,98.48,5,15
"220",2463,4,"head",0,296.15871887207,624.446228027344,NA,1.40879627242594,35.2199068106484,98.52,5,16
"221",2464,4,"head",0,296.530026245117,623.685717773438,NA,0.949683219343179,23.7420804835795,98.56,5,17
"222",2465,4,"head",0,297.122225952148,622.968151855469,NA,1.10710055366163,27.6775138415407,98.6,5,18
"223",2466,4,"head",0,297.480575561523,622.265338134766,NA,0.852296735383397,21.3074183845849,98.64,5,19
"224",2467,4,"head",0,297.823428344727,621.593328857422,NA,0.79444925204049,19.8612313010122,98.68,5,20
"225",2468,4,"head",0,298.153179931641,620.941864013672,NA,0.754158029556154,18.8539507389038,98.72,5,21
"226",2469,4,"head",0,298.456234741211,620.299432373047,NA,0.715773222446128,17.8943305611532,98.76,5,22
"227",2470,4,"head",0,298.773043823242,619.634112548828,NA,0.759459550529741,18.9864887632435,98.8,5,23
"228",2471,4,"head",0,299.413171386719,618.163293457031,NA,2.80343636427158,70.0859091067895,98.84,5,24
"229",2472,4,"head",0,300.026544189453,615.741784667969,NA,6.47707761823871,161.926940455968,98.88,5,25
"230",2473,4,"head",0,300.631149291992,612.653094482422,"C",10.1446121648332,253.61530412083,98.92,5,26
"231",2474,4,"head",0,301.236013793945,608.942559814453,NA,14.3729320241528,359.32330060382,98.96,5,27
"232",2475,4,"head",0,301.668240356445,604.872247314453,NA,16.9996704101562,424.991760253906,99,5,28
"233",2476,4,"head",0,302.380487060547,600.105438232422,NA,23.4347155286357,585.867888215892,99.04,5,29
"234",2477,4,"head",0,303.113540649414,594.879138183594,NA,28.0472657892462,701.181644731155,99.08,5,30
"235",2478,4,"head",0,304.144839477539,588.999542236328,NA,35.6009473312319,890.023683280797,99.12,5,31
"236",2479,4,"head",0,305.20442199707,582.786047363281,NA,39.6671010569125,991.677526422813,99.16,5,32
"237",2480,4,"head",0,306.286279296875,576.262628173828,NA,43.6368552211282,1090.9213805282,99.2,5,33
"238",2481,4,"head",0,307.366674804688,570.420861816406,NA,35.2066296825203,880.165742063008,99.24,5,34
"239",2482,4,"head",0,308.498788452149,565.21240234375,NA,28.2601637257615,706.504093144037,99.28,5,35
"240",2483,4,"head",0,309.652893066406,560.337750244141,NA,24.9163377064791,622.908442661979,99.32,5,36
"241",2484,4,"head",0,311.034582519531,555.779425048828,NA,22.1600180393507,554.000450983767,99.36,5,37
"242",2485,4,"head",0,312.378030395508,551.276000976563,NA,21.6242762506332,540.60690626583,99.4,5,38
"243",2486,4,"head",0,313.467938232422,547.420068359375,NA,15.9581241852078,398.953104630194,99.44,5,39
"244",2487,4,"head",0,314.774459838867,543.950024414063,NA,13.3477265888415,333.693164721037,99.48,5,40
"245",2488,4,"head",0,315.782455444336,540.871264648438,NA,10.4867572999004,262.168932497511,99.52,5,41
"246",2489,4,"head",0,316.773867797852,538.112506103516,NA,8.6021610626961,215.054026567403,99.56,5,42
"247",2490,4,"head",0,317.722262573242,535.687542724609,NA,6.82884216443017,170.721054110754,99.6,5,43
"248",2491,4,"head",0,318.360122680664,533.625537109375,NA,4.88972726467831,122.243181616958,99.64,5,44
"249",2492,4,"head",0,318.981060791016,531.897210693359,NA,3.60805031065064,90.2012577662661,99.68,5,45
"250",2493,4,"head",0,319.587533569336,530.512994384766,NA,2.52252756729506,63.0631891823765,99.72,5,46
"251",2494,4,"head",0,319.967260742187,529.449920654297,NA,1.50985292926428,37.746323231607,99.76,5,47
"252",2495,4,"head",0,320.321466064453,528.709161376953,NA,0.902929629237093,22.5732407309273,99.8,5,48
"253",2496,4,"head",0,320.638140869141,528.038763427734,NA,0.766108215005106,19.1527053751276,99.84,5,49
"254",2497,4,"head",0,320.719497680664,527.680401611328,NA,0.209780002980834,5.24450007452086,99.88,5,50
