epoch,caudal,eyeL,eyeR,head,loss,lr,nose,spine1,spine2,tail,val_caudal,val_eyeL,val_eyeR,val_head,val_loss,val_nose,val_spine1,val_spine2,val_tail
0,0.009886900894343853,0.0090657789260149,0.009180115535855293,0.005126760806888342,0.009181429632008076,1e-04,0.011456787586212158,0.01004782598465681,0.01499156840145588,0.003695715218782425,0.009626652114093304,0.00722127128392458,0.007322028279304504,0.0026568525936454535,0.007349773775786161,0.009136815555393696,0.006630054209381342,0.01215150486677885,0.0040530054830014706
1,0.009619919583201408,0.005162879358977079,0.005262551363557577,0.0009855573298409581,0.005743083544075489,1e-04,0.006930765695869923,0.004870922304689884,0.009477249346673489,0.0036348258145153522,0.009079288691282272,0.00432359566912055,0.0050012110732495785,0.000889022252522409,0.004916771315038204,0.005326491314917803,0.003535978263244033,0.007068085018545389,0.004110496956855059
2,0.008417950011789799,0.0026832837611436844,0.0028584301471710205,0.0008636286365799606,0.0038655176758766174,1e-04,0.0038285849150270224,0.003055878449231386,0.0054735541343688965,0.003742833621799946,0.00660637766122818,0.0023184989113360643,0.002563570626080036,0.000672584748826921,0.0031202544923871756,0.003135825740173459,0.0021069482900202274,0.004243414383381605,0.003314815927296877
3,0.005388445220887661,0.0015430194325745106,0.0015998255694285035,0.00047697784611955285,0.00242058583535254,1e-04,0.0020811136346310377,0.001930871745571494,0.0034546023234725,0.0028898282907903194,0.004212327767163515,0.0018238137708976865,0.0017427707789465785,0.0003454773686826229,0.002258578548207879,0.001938682864420116,0.0018138306913897395,0.003573342692106962,0.002618379658088088
4,0.004271673038601875,0.0013430530671030283,0.0013314904645085335,0.00037654617335647345,0.002025931142270565,1e-04,0.0016411289107054472,0.001651510945521295,0.0029387243557721376,0.0026533117052167654,0.0043470305390655994,0.0018420679261907935,0.0018845443846657872,0.0003141217166557908,0.0022581068333238363,0.001892306376248598,0.0016445626970380545,0.0034714036155492067,0.0026688151992857456
5,0.003798529738560319,0.001195951015688479,0.0012198382755741477,0.0003396855609025806,0.0018067278433591127,1e-04,0.0013698744587600231,0.0014789716806262732,0.0026231014635413885,0.002427869476377964,0.003932257182896137,0.0018397592939436436,0.0017765916418284178,0.0002933178620878607,0.0021809434983879328,0.001819954952225089,0.0017086813459172845,0.003283020807430148,0.0027939630672335625
6,0.0033690091222524643,0.0010735541582107544,0.0010942025110125542,0.00029493935289792717,0.0016353048849850893,1e-04,0.0012230804422870278,0.0013737304834648967,0.0023830921854823828,0.002270827302709222,0.003754980396479368,0.0018621266353875399,0.002024128334596753,0.00045158268767409027,0.0021386058069765568,0.0018020462011918426,0.0015109045198187232,0.0030025350861251354,0.0027005376759916544
7,0.003195331897586584,0.0010095838224515319,0.0010056875180453062,0.0002725670929066837,0.00151416368316859,1e-04,0.0010527229169383645,0.0011969424085691571,0.002110047498717904,0.002270424272865057,0.003202753607183695,0.0017112642526626587,0.0016538869822397828,0.0002757792535703629,0.0018191762501373887,0.0014477710938081145,0.001328255282714963,0.0026931946631520987,0.00224050460383296
8,0.0029834602028131485,0.0009794773068279028,0.001008140272460878,0.0002682612102944404,0.0014471738832071424,1e-04,0.001026083598844707,0.0011630771914497018,0.0019898165483027697,0.0021590807009488344,0.003486611181870103,0.0016351460944861174,0.0016733607044443488,0.00030352751491591334,0.001971297198906541,0.0013946559047326446,0.001328265410847962,0.003466254798695445,0.0024825537111610174
9,0.0028015701100230217,0.0009491720120422542,0.0009468160569667816,0.00023161170247476548,0.0013667265884578228,1e-04,0.0009425153257325292,0.0011383084347471595,0.0019291610224172473,0.00199465942569077,0.003227331442758441,0.0017290550749748945,0.001612347667105496,0.00023619191779289395,0.0019315100507810712,0.0014813572634011507,0.0017181658186018467,0.003140327287837863,0.002307301852852106
10,0.0026184041053056717,0.0009305202402174473,0.0009318216471001506,0.00022827462817076594,0.0013022732455283403,1e-04,0.0009184713126160204,0.001074358238838613,0.001800761790946126,0.0019155757036060095,0.003461766755208373,0.0015623359940946102,0.0015021561412140727,0.00022375235857907683,0.0018408899195492268,0.0013625066494569182,0.0014471604954451323,0.0027007844764739275,0.002466653473675251
11,0.0024918406270444393,0.000871622993145138,0.0008441355894319713,0.0002006044378504157,0.0012162745697423816,1e-04,0.0008067482267506421,0.00098091596737504,0.0017372367437928915,0.0017970931949093938,0.003025111509487033,0.001751685980707407,0.001576145295985043,0.0003599182819016278,0.0018572179833427072,0.0016529278364032507,0.001424278481863439,0.0027482053264975548,0.002319470513612032
12,0.0023173238150775433,0.0008514438522979617,0.0008524206350557506,0.0001984552654903382,0.0011842482490465045,1e-04,0.0008215719135478139,0.0009903694735839963,0.0016092313453555107,0.0018331690225750208,0.002682575024664402,0.0014876540517434478,0.0012835932429879904,0.000200045935343951,0.0015330431051552296,0.0011509612668305635,0.0010315518593415618,0.002446244703605771,0.0019817182328552008
13,0.0021479434799402952,0.0008281252812594175,0.0008371780277229846,0.0001847375533543527,0.0011119035771116614,1e-04,0.0007507114205509424,0.0009170016855932772,0.0015056782867759466,0.001723851659335196,0.0028687985613942146,0.0015251482836902142,0.0014668636722490191,0.00017355888849124312,0.0016247497405856848,0.001253091380931437,0.0011989824706688523,0.002370852278545499,0.0021406994201242924
14,0.002054613083600998,0.0007899178890511394,0.0007993208710104227,0.00017895593191497028,0.0010700334096327424,1e-04,0.0007254353840835392,0.0009068740182556212,0.001482113148085773,0.0016230387846007943,0.002830879297107458,0.0014572853688150644,0.001389969140291214,0.00017619639402255416,0.0015873737866058946,0.0012464586179703474,0.001200603204779327,0.0023938023950904608,0.002003793139010668
15,0.0019512427970767021,0.00076151272514835,0.000769004924222827,0.00016730705101508647,0.0010094621684402227,1e-04,0.0006682758103124797,0.0008431996684521437,0.0013066784013062716,0.0016084720846265554,0.00257162656635046,0.0014834500616416335,0.0013050923589617014,0.00017659760487731546,0.0014617901761084795,0.0011498399544507265,0.001067452598363161,0.002003688830882311,0.00193657202180475
16,0.00184541882481426,0.0007385059143416584,0.00074437988223508,0.00016126038099173456,0.0009699374786578119,1e-04,0.0006420726422220469,0.0008358533959835768,0.0012567436788231134,0.0015352637274190784,0.0027394264470785856,0.0013923108344897628,0.001346979639492929,0.0001510633301222697,0.0015486956108361483,0.0011542451102286577,0.0011644598562270403,0.0024464591406285763,0.0019946182146668434
17,0.0017588952323421836,0.0007379723829217255,0.0007437268504872918,0.00015590485418215394,0.0009537710575386882,1e-04,0.0006448370404541492,0.0008453415357507765,0.0012938539730384946,0.0014496350195258856,0.0025488315150141716,0.0016859170282259583,0.0014728226233273745,0.0001884637022158131,0.001570741180330515,0.0014532345812767744,0.0011453003389760852,0.0022884865757077932,0.0017828707350417972
18,0.0016959889326244593,0.0006888653733767569,0.0007054459420032799,0.00014804086822550744,0.0009281051461584866,1e-04,0.0006191330030560493,0.0008270646212622523,0.001283013029024005,0.0014572861837223172,0.0024654679000377655,0.0013981189113110304,0.0013447832316160202,0.00017863167158793658,0.0014551194617524743,0.0011258189333602786,0.0010488886618986726,0.0021462212316691875,0.0019330234499648213
19,0.0015370782930403948,0.0006826842436566949,0.0006874569808132946,0.0001350759994238615,0.0008670793031342328,1e-04,0.0005806342232972383,0.0008071415359154344,0.0011862628161907196,0.001320300973020494,0.002735057147219777,0.001445875852368772,0.0014264787314459682,0.00016404730558861047,0.0015369394095614552,0.0011759171029552817,0.0011771437712013721,0.002288879593834281,0.0018821132835000753
20,0.001512937480583787,0.0006676643388345838,0.0006954048294574022,0.000144203586387448,0.0008577787666581571,1e-04,0.0005729931872338057,0.0007988713914528489,0.0011791636934503913,0.0012909891083836555,0.0022641087416559458,0.0015346587169915438,0.0014053652994334698,0.0001601901021786034,0.0015085272025316954,0.0014212406240403652,0.001306451391428709,0.002450588857755065,0.0015256109181791544
21,0.0014867070131003857,0.0006812372012063861,0.0006902042659930885,0.00014324721996672451,0.0008540753624401987,1e-04,0.0005859679076820612,0.0008042476838454604,0.0011944936122745275,0.001246497849933803,0.0024038536939769983,0.0015387686435133219,0.0013825311325490475,0.000168012993526645,0.0014677313156425953,0.0011838289210572839,0.0012110051466152072,0.002102042781189084,0.0017518033273518085
22,0.001387096825055778,0.0007193990750238299,0.0007274250383488834,0.00015309028094634414,0.0008305689552798867,1e-04,0.0005888685118407011,0.0007953995373100042,0.0011417210334911942,0.0011315494775772095,0.002523271134123206,0.0013942571822553873,0.0013599629746749997,0.00014421857486013323,0.0014682430773973465,0.0012061124434694648,0.0011429805308580399,0.002186261350288987,0.0017888771835714579
23,0.0013191037578508258,0.0006249063299037516,0.0006397320539690554,0.0001319560979027301,0.0007712600636295974,1e-04,0.0005080435075797141,0.0007399719906970859,0.0010862749768421054,0.001120091648772359,0.00221299659460783,0.001511064125224948,0.0014268984086811543,0.00016244067228399217,0.0014683433109894395,0.0013172925682738423,0.001179609913378954,0.002232529688626528,0.0017039127415046096
24,0.0011032595066353679,0.0005797242629341781,0.0006015723338350654,0.00010319094872102141,0.0006771479966118932,5e-05,0.0004593227058649063,0.000692636298481375,0.0009390289196744561,0.0009384487057104707,0.002015882870182395,0.0013062566285952926,0.001223558560013771,0.00011955585796386003,0.001258899224922061,0.0010088183917105198,0.0009989619720727205,0.0018799807876348495,0.0015181769849732518
25,0.0010614508064463735,0.0005683780182152987,0.0005919833201915026,0.00010305640898877755,0.0006684667314402759,5e-05,0.00044280491420067847,0.0006984806386753917,0.0009374114451929927,0.0009441656875424087,0.0022100070491433144,0.00140677101444453,0.0013142027892172337,0.00012480744044296443,0.0013482148060575128,0.0011113068321719766,0.0010178039083257318,0.0019905539229512215,0.0016102641820907593
26,0.0010112123563885689,0.0005571366637013853,0.0005637642461806536,9.713956387713552e-05,0.0006364028668031096,5e-05,0.00042616575956344604,0.0006750727770850062,0.0009022110607475042,0.0008585209725424647,0.0019360759761184454,0.0013217316009104252,0.001261972589418292,0.00021273437596391886,0.0012765299761667848,0.0009666714468039572,0.001102142850868404,0.0020319768227636814,0.0013789322692900896
27,0.0009675374603830278,0.0005750528653152287,0.0005882319528609514,9.830618364503607e-05,0.0006350211915560067,5e-05,0.0004488580743782222,0.0006698295474052429,0.0008830113220028579,0.0008493401110172272,0.002254144987091422,0.001368607277981937,0.0012870108475908637,0.00011746383825084195,0.0013029949041083455,0.0010980026563629508,0.0010020293993875384,0.0018394411308690906,0.0014572577783837914
28,0.0009869826026260853,0.0005567634361796081,0.000562539731618017,9.33454284677282e-05,0.000613067764788866,5e-05,0.00039167978684417903,0.0006178878829814494,0.000831622804980725,0.0008637187420390546,0.0021430524066090584,0.0012679315404966474,0.001216965145431459,0.0001310800580540672,0.0012397276004776359,0.0009729094454087317,0.000863844936247915,0.0018251660512760282,0.0014968679752200842
29,0.0009732962935231626,0.0005727135576307774,0.0005776832695119083,9.37798322411254e-05,0.0006224302924238145,5e-05,0.00042068169568665326,0.0006692883907817304,0.0008949399343691766,0.000777058070525527,0.0023501194082200527,0.001363712945021689,0.0012503619072958827,0.00012199897173559293,0.0014177433913573623,0.0010470639681443572,0.001130844233557582,0.00237560598179698,0.0017022384563460946
30,0.0010060410713776946,0.0006038577412255108,0.0006148539832793176,0.00010128370195161551,0.0006629248382523656,5e-05,0.000473322463221848,0.0007262442377395928,0.0009762175614014268,0.0008015782805159688,0.0020423487294465303,0.0011984960874542594,0.0010303346207365394,0.00011210171942366287,0.0012189277913421392,0.0009660387877374887,0.0011000905651599169,0.002042247913777828,0.001259761513210833
31,0.0009185464004985988,0.0005523543804883957,0.0005673425039276481,8.660055027576163e-05,0.0006030434160493314,5e-05,0.0004115911724511534,0.0006418199627660215,0.000844217836856842,0.0008018742082640529,0.0021902823355048895,0.001243025530129671,0.0012544726487249136,0.00010501500219106674,0.0012578354217112064,0.0008820679504424334,0.0008425509440712631,0.0019652333576232195,0.0015800334513187408
