epoch,caudal,eyeL,eyeR,head,loss,lr,nose,spine1,spine2,tail,val_caudal,val_eyeL,val_eyeR,val_head,val_loss,val_nose,val_spine1,val_spine2,val_tail
0,0.01313957292586565,0.013158946298062801,0.013138731941580772,3.703862603288144e-05,0.00998732540756464,1e-04,0.014335446059703827,0.00010759118595160544,0.012226207181811333,0.013755065388977528,0.01306996587663889,0.008265051990747452,0.008378606289625168,3.29511021845974e-05,0.007845701649785042,0.01044359803199768,3.319309325888753e-05,0.008241530507802963,0.014300709590315819
1,0.010594841092824936,0.006630694959312677,0.006588764954358339,5.693029743270017e-05,0.0062949019484221935,1e-04,0.0070687937550246716,0.00011227765207877383,0.006842668633908033,0.012464252300560474,0.009642502292990685,0.004746302962303162,0.004612716846168041,7.516281766584143e-05,0.005154399201273918,0.005886917933821678,0.00011481594265205786,0.00399043969810009,0.01216632779687643
2,0.007259387988597155,0.004003595560789108,0.0037983106449246407,6.327986193355173e-05,0.0042121876031160355,1e-04,0.004141933750361204,0.0001250372879439965,0.004283275920897722,0.010022692382335663,0.0040534483268857,0.0022516062017530203,0.0021988865919411182,6.255477637751028e-05,0.002714583184570074,0.002692520385608077,7.26310900063254e-05,0.002950274385511875,0.007434743922203779
3,0.004532132763415575,0.0029629862401634455,0.002972679678350687,5.268894165055826e-05,0.0029421558137983084,1e-04,0.0027545581106096506,0.00010167065920541063,0.0029093236662447453,0.007251205388456583,0.003357688430696726,0.0016727731563150883,0.001810963498428464,4.2731742723844945e-05,0.0022401222959160805,0.001803753082640469,5.2554718422470614e-05,0.0024822172708809376,0.0066982959397137165
4,0.00331680616363883,0.002407859545201063,0.0024176225997507572,4.3320953409420326e-05,0.0023013579193502665,1e-04,0.0021753960754722357,9.161605703411624e-05,0.002453905763104558,0.005504337605088949,0.00208214926533401,0.001539555611088872,0.0016744480235502124,3.5869812563760206e-05,0.0016605942510068417,0.0016555965412408113,3.334539360366762e-05,0.0022107295226305723,0.004053059034049511
5,0.0025938330218195915,0.0018588138045743108,0.0018685318063944578,3.2928983273450285e-05,0.0018327668076381087,1e-04,0.0018301540985703468,5.6800363381626084e-05,0.001929036807268858,0.004492032341659069,0.0022410238161683083,0.0015256281476467848,0.001572718028910458,2.859579944924917e-05,0.0016668554162606597,0.0015632834983989596,3.007178383995779e-05,0.0018144831992685795,0.004559036809951067
6,0.002417962299659848,0.0018905667820945382,0.0018742387183010578,2.8428607038222253e-05,0.0017236024141311646,1e-04,0.0015735217602923512,7.62322306400165e-05,0.0017487152945250273,0.004179155454039574,0.0021590550895780325,0.0013826388167217374,0.0012588697718456388,3.7182358937570825e-05,0.001458255690522492,0.0014833837049081922,3.104140341747552e-05,0.0017034158809110522,0.0036104582250118256
7,0.002124725840985775,0.001578303286805749,0.0015510381199419498,2.4543442123103887e-05,0.0014872278552502394,1e-04,0.0013273353688418865,7.372207619482651e-05,0.0014846305130049586,0.003733518533408642,0.0018722906243056059,0.0013880518963560462,0.0015258181374520063,2.268408570671454e-05,0.0014457989018410444,0.001480054808780551,2.2658387024421245e-05,0.0015321302926167846,0.003722700523212552
8,0.0018044802127406001,0.0016154363984242082,0.001620586379431188,2.1582918634521775e-05,0.0013565251138061285,1e-04,0.001192745752632618,9.422031871508807e-05,0.0013827835209667683,0.003120359731838107,0.0015571304829791188,0.0012145318323746324,0.0011883137049153447,1.9993598471046425e-05,0.001232064445503056,0.0012362421257421374,2.5059802283067256e-05,0.0014455056516453624,0.003169736359268427
9,0.0017789029516279697,0.0016111898003146052,0.001628147205337882,2.0574289010255598e-05,0.00136344984639436,1e-04,0.0013554662000387907,4.476592584978789e-05,0.0013602941762655973,0.003108255797997117,0.0014791915891692042,0.0013950747670605779,0.0014085231814533472,1.9535784304025583e-05,0.001246098312549293,0.0012159638572484255,2.0183466403977945e-05,0.0015074684051796794,0.0029228441417217255
